OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
"1,614",4,4030904,"19,67,620","10,82,437",0.550125024,"3,830","1,715",0.447780679,Ineligible,4030904
"1,615",4,4031700,"27,07,340.67","23,21,597",0.857519346,"6,430","3,160",0.491446345,Ineligible,4031700
"1,616",4,4032000,"36,46,330","11,74,930",0.322222618,"4,380","1,840",0.420091324,Ineligible,4032000
"1,617",4,4032700,"10,94,680","9,47,808",0.86583111,"4,110","2,370",0.576642336,CD Eligible,4032700
"1,618",4,4032800,"9,06,145","8,19,424",0.904296774,"2,355","1,165",0.494692144,Ineligible,4032800
"1,619",4,4032900,"16,96,692","10,00,499",0.589676264,"3,850","2,190",0.568831169,CD Eligible,4032900
"1,620",4,4033000,"25,55,295","21,08,780",0.825258923,"7,095","2,895",0.408033827,Ineligible,4033000
"1,621",4,4033100,"31,59,297.38",0,0,0,0,,Ineligible,4033100
"1,622",4,4033401,"17,04,113","13,98,362",0.82058056,"3,520","1,560",0.443181818,Ineligible,4033401
"1,623",4,4033402,"80,09,718.27","71,21,634.40",0.889124206,"13,060","7,435",0.569295559,CD Eligible,4033402
"1,624",4,4033700,"9,40,909","8,54,949",0.908641537,"3,555","2,000",0.562587904,CD Eligible,4033700
"1,625",4,4033900,"12,53,416","10,40,203",0.829894464,"3,370","1,650",0.489614243,Ineligible,4033900
"1,626",4,4034700,"13,21,246","8,32,597",0.63016047,"3,265","2,050",0.627871363,CD Eligible,4034700
"1,627",4,4035100,"14,45,508","13,56,581",0.938480451,"4,215","2,620",0.621589561,CD Eligible,4035100
"1,628",4,4035200,"17,94,554","8,11,900",0.452424391,"3,035","1,345",0.443163097,Ineligible,4035200
"1,629",4,4035300,"9,40,197","6,25,884",0.66569453,"2,450","1,555",0.634693878,CD Eligible,4035300
"1,630",4,4035700,"28,99,384","12,49,484",0.430948091,"3,590","1,855",0.516713092,Ineligible,4035700
"1,631",4,4035800,"17,01,377","14,33,681",0.842659211,"4,080","1,380",0.338235294,Ineligible,4035800
"1,632",4,4036100,"7,95,122","6,38,046",0.802450442,"2,945","1,935",0.65704584,CD Eligible,4036100
"1,633",4,4036300,"7,65,379","5,46,778",0.714388558,"2,105","1,445",0.686460808,CD Eligible,4036300
"1,634",4,4036500,"9,92,760","7,98,092",0.803912325,"3,820","2,805",0.734293194,CD Eligible,4036500
"1,635",4,4036600,"14,16,635","10,52,009",0.742611188,"3,040","1,270",0.417763158,Ineligible,4036600
"1,636",4,4036700,"9,25,218","8,30,801",0.897951618,"2,645","1,380",0.52173913,CD Eligible,4036700
"1,637",4,4036800,"9,41,804","9,06,474",0.962486887,"2,445","1,075",0.439672802,Ineligible,4036800
"1,638",4,4037100,"6,65,158","6,22,614",0.936039257,"1,775",910,0.512676056,CD Eligible,4037100
"1,639",4,4037300,"9,89,142","7,18,320",0.726205135,"2,500","1,455",0.582,CD Eligible,4037300
"1,640",4,4037500,"14,54,566","8,85,849",0.609012585,"3,945","2,950",0.747782003,CD Eligible,4037500
"1,641",4,4037600,"21,30,402","19,64,842",0.922286967,"5,980","2,710",0.453177258,Ineligible,4037600
"1,642",4,4037700,"10,45,988","8,09,680",0.774081538,"3,720","3,025",0.813172043,CD Eligible,4037700
"1,643",4,4037900,"15,48,335","12,64,250",0.816522264,"7,275","5,400",0.742268041,CD Eligible,4037900
"1,644",4,4038100,"19,64,976","16,19,886",0.824379534,"7,695","5,800",0.753736192,CD Eligible,4038100
"1,645",4,4038301,"7,97,576.47",0,0,0,0,,Ineligible,4038301
"1,646",4,4038302,"70,29,337.14",0,0,0,0,,Ineligible,4038302
"1,647",4,4038400,"9,05,151","8,37,545",0.9253097,"2,385","1,260",0.528301887,CD Eligible,4038400
"1,648",4,4039400,"12,41,562","11,12,871",0.896347504,"3,010","1,465",0.486710963,Ineligible,4039400
"1,649",4,4039800,"6,82,020","6,15,034",0.901782939,"1,730",875,0.505780347,Ineligible,4039800
"1,650",4,4039900,"12,09,854","8,65,232",0.71515406,"4,180","3,275",0.783492823,CD Eligible,4039900
"1,651",4,4040000,"6,07,460","5,66,969",0.933343759,"1,475",530,0.359322034,Ineligible,4040000
"1,652",4,4040100,"17,67,844","15,26,241",0.863334661,"8,195","6,605",0.805979256,CD Eligible,4040100
"1,653",4,4040200,"6,08,685","5,68,602",0.934148205,"1,615",640,0.39628483,Ineligible,4040200
"1,654",4,4040300,"17,83,438","14,11,331",0.791354115,"7,310","5,350",0.731874145,CD Eligible,4040300
"1,655",4,4040400,"15,00,488","13,67,068",0.911082261,"4,315","2,490",0.577056779,CD Eligible,4040400
"1,656",4,4040500,"10,71,612","6,18,879",0.577521528,"3,340","3,105",0.929640719,CD Eligible,4040500
"1,657",4,4040700,"18,45,514","14,90,087",0.807410293,"7,630","6,130",0.803407602,CD Eligible,4040700
"1,658",4,4040900,"14,61,940","10,15,826",0.694847942,"6,020","4,210",0.699335548,CD Eligible,4040900
"1,659",4,4041100,"8,96,427","7,38,277",0.82357738,"3,875","3,030",0.781935484,CD Eligible,4041100
"1,660",4,4041300,"11,48,741","10,03,740",0.873773984,"4,825","3,815",0.790673575,CD Eligible,4041300
"1,661",4,4041400,"18,96,885","13,45,102",0.70911099,"3,670","2,335",0.636239782,CD Eligible,4041400
"1,662",4,4041500,"11,90,458","9,19,017",0.771986076,"3,670","2,970",0.809264305,CD Eligible,4041500
"1,663",4,4042400,"13,09,756","10,87,467",0.830282129,"2,600",865,0.332692308,Ineligible,4042400
"1,664",4,4042600,"9,46,950.68",488.87,0.000516257,0,0,,Ineligible,4042600
"1,665",4,4042700,"12,76,946","11,21,091",0.877947071,"5,245","4,425",0.843660629,CD Eligible,4042700
"1,666",4,4043200,"6,59,561.32","4,92,995.13",0.747459129,"1,500",460,0.306666667,Ineligible,4043200
"1,667",4,4043400,"6,74,449","5,69,656",0.844624278,"1,710",535,0.312865497,Ineligible,4043400
"1,668",4,4043701,"12,89,469.67","8,12,423.67",0.630044807,"3,150","2,340",0.742857143,CD Eligible,4043701
"1,669",4,4043702,"22,55,996.33","21,67,938.33",0.960967135,"6,215","4,980",0.801287208,CD Eligible,4043702
"1,670",4,4043900,"12,91,123","10,14,781",0.78596772,"4,535","3,645",0.803748622,CD Eligible,4043900
"1,671",4,4044000,"14,67,240","11,46,948",0.781704425,"3,820","2,550",0.667539267,CD Eligible,4044000
"1,672",4,4044301,"14,40,535","13,70,310",0.951250751,"3,535","3,135",0.886845827,CD Eligible,4044301
"1,673",4,4044302,"20,65,474","13,37,326",0.647466877,"4,735","3,035",0.640971489,CD Eligible,4044302
"1,674",4,4044400,"47,00,969","11,37,337",0.241936716,"2,955","2,245",0.759729272,Ineligible,4044400
"1,675",4,4044601,"51,13,358","12,83,391",0.250987903,"3,110","2,340",0.752411576,Ineligible,4044601
"1,676",4,4044602,"20,59,741","13,12,720",0.637322848,"4,575","3,710",0.810928962,CD Eligible,4044602
"1,677",4,4044800,"12,07,021.80","7,98,520.43",0.661562558,"2,680","1,560",0.582089552,CD Eligible,4044800
"1,678",4,4045000,"7,09,140","6,42,063",0.905410779,"1,905","1,050",0.551181102,CD Eligible,4045000
"1,679",4,4045200,"8,56,087.21","2,28,890.57",0.267368286,600,355,0.591666667,Ineligible,4045200
"1,680",4,4045400,"16,24,583.99","14,37,687",0.884957016,"4,260","2,395",0.562206573,CD Eligible,4045400
"1,681",4,4045500,"57,25,124.88","42,10,257.01",0.73540003,"12,995","9,125",0.702193151,CD Eligible,4045500
"1,682",4,4045600,"4,58,201","4,16,953",0.909978372,"1,390",760,0.54676259,CD Eligible,4045600
"1,683",4,4045700,"12,59,800","10,65,674",0.845907287,"2,990","1,565",0.523411371,CD Eligible,4045700
"1,684",4,4045800,"10,27,518","8,75,857",0.852400639,"2,100","1,255",0.597619048,CD Eligible,4045800
"1,685",4,4045900,"10,54,054","10,35,944",0.982818717,"3,915","2,610",0.666666667,CD Eligible,4045900
"1,686",4,4046000,"29,12,275","15,51,039",0.532586723,"5,820","4,845",0.832474227,CD Eligible,4046000
"1,687",4,4046100,"9,94,200","7,29,334",0.733588815,"2,980","2,105",0.706375839,CD Eligible,4046100
"1,688",4,4046200,"25,58,495","21,71,721",0.848827533,"8,280","5,085",0.614130435,CD Eligible,4046200
"1,689",4,4046300,"13,96,342","9,66,926",0.692470756,"3,985","2,900",0.727728984,CD Eligible,4046300
"1,690",4,4046400,"9,07,000","7,57,717",0.835410143,"1,360",505,0.371323529,Ineligible,4046400
"1,691",4,4046500,"10,22,618","8,57,332",0.838369753,"3,680","2,495",0.67798913,CD Eligible,4046500
"1,692",4,4046600,"20,62,791","14,38,924",0.697561702,"3,435","2,270",0.66084425,CD Eligible,4046600
"1,693",4,4046700,"20,08,380","18,45,938",0.919117896,"6,810","5,885",0.864170338,CD Eligible,4046700
"1,694",4,4046800,"14,35,877","11,68,160",0.813551579,"3,170","2,270",0.716088328,CD Eligible,4046800
"1,695",4,4046900,"25,99,734","24,33,162",0.935927291,"8,205","6,060",0.73857404,CD Eligible,4046900
"1,696",4,4047000,"11,95,509","8,87,364",0.742247863,"3,310","2,455",0.741691843,CD Eligible,4047000
"1,697",4,4047100,"15,22,565","12,47,072",0.819059942,"4,215","3,150",0.747330961,CD Eligible,4047100
"1,698",4,4047200,"19,65,769","16,87,677",0.858532717,"3,605","1,555",0.431345354,Ineligible,4047200
"1,699",4,4047300,"35,44,505","18,79,265",0.530191099,"3,710","2,590",0.698113208,CD Eligible,4047300
"1,700",4,4047500,"22,64,760.78","16,71,287.78",0.737953339,"4,555","2,750",0.603732162,CD Eligible,4047500
"1,701",4,4047600,"11,10,836","9,65,486",0.869152602,"1,445",560,0.387543253,Ineligible,4047600
"1,702",4,4047800,"28,53,619","23,14,129",0.810945329,"5,490","1,605",0.292349727,Ineligible,4047800
"1,703",4,4047900,"23,47,507.23","17,49,107.23",0.745091307,"5,345","3,180",0.59494855,CD Eligible,4047900
"1,704",4,4048000,"9,34,911","7,69,380",0.822944644,"2,925","1,515",0.517948718,CD Eligible,4048000
"1,705",4,4048100,"17,65,750","15,86,238",0.898336684,"6,530","4,375",0.669984686,CD Eligible,4048100
"1,706",4,4048200,"8,75,635","5,97,225",0.682047885,"1,470",575,0.391156463,Ineligible,4048200
"1,707",4,4048300,"14,95,809","12,03,626",0.804665569,"4,210","3,055",0.725653207,CD Eligible,4048300
"1,708",4,4048400,"16,92,645","15,50,388",0.915955797,"4,975","2,425",0.487437186,Ineligible,4048400
"1,709",4,4048500,"27,49,528","17,27,434",0.628265651,"4,640","3,360",0.724137931,CD Eligible,4048500
"1,710",4,4048900,"16,68,730","5,23,179",0.313519263,"1,645",865,0.525835866,Ineligible,4048900
"1,711",4,4049200,"19,32,875","16,66,485",0.862179396,"4,375","2,025",0.462857143,Ineligible,4049200
"1,712",4,4049301,"8,95,515","7,72,847",0.863019603,"1,930",845,0.437823834,Ineligible,4049301
"1,713",4,4049302,"18,19,415","9,36,886",0.514938043,"2,180","1,045",0.479357798,Ineligible,4049302
"1,714",4,4049500,"5,43,842","5,22,812",0.961330681,"1,285",695,0.540856031,CD Eligible,4049500
"1,715",4,4049600,"10,71,414","9,78,193",0.91299255,"3,110","1,505",0.48392283,Ineligible,4049600
"1,716",4,4049700,"11,84,270","9,93,313",0.83875552,"2,655","1,490",0.561205273,CD Eligible,4049700
"1,717",4,4049900,"21,25,033","14,32,963",0.674325058,"4,970","2,680",0.539235412,CD Eligible,4049900
"1,718",4,4050000,"17,97,376","14,86,343",0.826951623,"4,105","2,790",0.679658952,CD Eligible,4050000
"1,719",4,4050201,"5,60,654","5,38,646",0.960745843,"1,425",740,0.519298246,CD Eligible,4050201
"1,720",4,4050202,"5,15,761","5,12,863",0.994381118,"1,350",605,0.448148148,Ineligible,4050202
"1,721",4,4050400,"7,67,185","6,69,760",0.873009769,"2,005","1,155",0.57605985,CD Eligible,4050400
"1,722",4,4050500,"6,72,795","6,28,999",0.934904391,"1,455",740,0.508591065,Ineligible,4050500
"1,723",4,4050600,"6,70,524","6,12,416",0.913339418,"1,685",770,0.456973294,Ineligible,4050600
"1,724",4,4050700,"15,95,146","13,71,771",0.859965796,"3,580","1,520",0.424581006,Ineligible,4050700
"1,725",4,4050800,"10,32,724","6,99,947",0.677767729,"2,075",765,0.368674699,Ineligible,4050800
"1,726",4,4051000,"6,47,680","5,60,167",0.864882349,"2,095",520,0.248210024,Ineligible,4051000
"1,727",4,4051100,"10,06,582","8,79,391",0.873640697,"1,960",900,0.459183673,Ineligible,4051100
"1,728",4,4051200,"11,34,667","9,36,283",0.825161038,"2,925","1,530",0.523076923,CD Eligible,4051200
"1,729",4,4051300,"11,12,734","8,74,517",0.785917389,"2,025","1,060",0.52345679,CD Eligible,4051300
"1,730",4,4051500,"15,97,550","13,02,940",0.815586367,"2,695",975,0.361781076,Ineligible,4051500
"1,731",4,4051600,"6,84,130","6,69,830",0.97909754,"1,865",980,0.525469169,CD Eligible,4051600
"1,732",4,4051700,"10,31,571.02","7,45,798.01",0.722973014,"1,775",930,0.523943662,CD Eligible,4051700
"1,733",4,4051800,"6,92,392","6,62,697",0.957112445,"2,440",985,0.403688525,Ineligible,4051800
"1,734",4,4052000,"7,66,784","5,43,956",0.709399257,"1,600",610,0.38125,Ineligible,4052000
"1,735",4,4052100,"10,18,718.98","6,41,018.99",0.629240254,"1,735",855,0.492795389,Ineligible,4052100
"1,736",4,4052200,"5,60,100","5,25,309",0.937884306,"1,855",615,0.331536388,Ineligible,4052200
"1,737",4,4052400,"7,09,272","6,66,741",0.940035699,"1,625",655,0.403076923,Ineligible,4052400
"1,738",4,4052500,"11,63,389","7,22,318",0.620874015,"1,840",915,0.497282609,Ineligible,4052500
"1,739",4,4052600,"7,03,608","6,29,019",0.893990688,"1,980","1,220",0.616161616,CD Eligible,4052600
"1,740",4,4052800,"6,46,542","5,27,901",0.81649916,"1,510",980,0.649006623,CD Eligible,4052800
"1,741",4,4053000,"8,05,473","7,36,523",0.914398124,"2,310","1,090",0.471861472,Ineligible,4053000
"1,742",4,4053100,"26,00,732","10,93,109",0.420308206,"2,780","1,805",0.649280576,Ineligible,4053100
"1,743",4,4053200,"7,56,799","6,43,308",0.850038121,"1,690",560,0.331360947,Ineligible,4053200
"1,744",4,4053401,"9,61,625","6,75,056",0.70199506,"2,015",745,0.369727047,Ineligible,4053401
"1,745",4,4053500,"33,64,567","3,18,922",0.094788423,"1,330",950,0.714285714,Ineligible,4053500
"1,746",4,4053601,"6,11,290","5,98,599",0.979238986,"1,760",470,0.267045455,Ineligible,4053601
"1,747",4,4053800,"6,17,082","5,81,390",0.942160037,"1,720",885,0.514534884,CD Eligible,4053800
"1,748",4,4053900,"29,45,382.14","12,92,971",0.438982427,"4,325","2,460",0.568786127,Ineligible,4053900
"1,749",4,4054000,"17,58,707","13,22,473",0.751957546,"4,335","2,710",0.625144175,CD Eligible,4054000
"1,750",4,4054200,"20,37,025","16,77,504",0.82350683,"5,470","2,095",0.382998172,Ineligible,4054200
"1,751",4,4054500,"12,53,283","10,87,070",0.867377919,"3,815","2,675",0.701179554,CD Eligible,4054500
"1,752",4,4054700,"14,44,154","12,93,411",0.895618473,"5,380","3,790",0.704460967,CD Eligible,4054700
"1,753",4,4054800,"7,66,390","7,22,290",0.942457496,"2,315",990,0.427645788,Ineligible,4054800
"1,754",4,4054900,"18,56,479","15,16,819",0.817040753,"5,480","4,445",0.811131387,CD Eligible,4054900
"1,755",4,4055100,"20,30,774","16,14,753",0.795141655,"4,915","2,995",0.609359105,CD Eligible,4055100
"1,756",4,4055200,"11,68,584","10,23,558",0.875895956,"2,935","1,385",0.471890971,Ineligible,4055200
"1,757",4,4055300,"16,31,770","8,92,231",0.546787231,"2,440","1,970",0.807377049,CD Eligible,4055300
"1,758",4,4055400,"8,63,558","7,85,309",0.909387673,"2,345","1,180",0.503198294,Ineligible,4055400
"1,759",4,4055500,"14,05,652.23","6,08,622",0.432981919,"2,320","1,580",0.681034483,Ineligible,4055500
"1,760",4,4055600,"7,75,607","7,33,881",0.946202136,"2,450","1,145",0.467346939,Ineligible,4055600
"1,761",4,4055700,"20,39,858.75","12,67,521.76",0.62137722,"3,780","2,680",0.708994709,CD Eligible,4055700
"1,762",4,4055800,"6,34,554","6,25,043",0.98501152,"1,760",720,0.409090909,Ineligible,4055800
"1,763",4,4055900,"11,54,194","3,09,055",0.267766944,"1,400",985,0.703571429,Ineligible,4055900
"1,764",4,4056000,"8,43,766","5,55,243",0.658053299,"1,645",860,0.522796353,CD Eligible,4056000
"1,765",4,4056100,"1,08,589.04","6,008.99",0.055336984,120,4,0.033333333,Ineligible,4056100
"1,766",4,4056200,"5,10,310","5,06,157",0.991861809,"1,655",705,0.425981873,Ineligible,4056200
"1,767",4,4056400,"8,00,271","6,43,644",0.804282549,"1,575",995,0.631746032,CD Eligible,4056400
"1,768",4,4056500,"5,91,994.30","4,98,718.30",0.842437672,"1,365",800,0.586080586,CD Eligible,4056500
"1,769",4,4056600,"7,04,175","5,67,583",0.806025491,"1,705",925,0.542521994,CD Eligible,4056600
"1,770",4,4056700,"17,76,917.23","16,56,355.38",0.932151117,"4,230","1,515",0.358156028,Ineligible,4056700
"1,771",4,4056800,"30,53,867","15,38,780",0.50387918,"4,410","1,920",0.43537415,Ineligible,4056800
"1,772",4,4057700,"16,24,975","12,87,577",0.792367267,"3,800","1,700",0.447368421,Ineligible,4057700
"1,773",4,4057900,"6,70,318","6,07,033",0.905589586,"1,610",815,0.50621118,Ineligible,4057900
"1,774",4,4058000,"12,39,362","11,82,169",0.953852869,"3,555","1,415",0.398030942,Ineligible,4058000
"1,775",4,4058100,"12,53,260","9,95,270",0.79414487,"2,875","1,900",0.660869565,CD Eligible,4058100
"1,776",4,4058200,"17,58,627","13,90,397",0.790615065,"4,975","2,280",0.458291457,Ineligible,4058200
"1,777",4,4058300,"17,49,562","12,73,216",0.727734141,"3,330","1,765",0.53003003,CD Eligible,4058300
"1,778",4,4058500,"18,84,739","14,42,633",0.765428529,"4,475","2,720",0.607821229,CD Eligible,4058500
"1,779",4,4058700,"14,66,040","12,54,356",0.855608305,"3,420","2,235",0.653508772,CD Eligible,4058700
"1,780",4,4058900,"16,86,731","14,15,066",0.838939938,"4,165","3,095",0.743097239,CD Eligible,4058900
"1,781",4,4059000,"3,94,442","3,79,623",0.962430471,"1,430",550,0.384615385,Ineligible,4059000
"1,782",4,4059100,"18,45,721","17,10,933",0.926972711,"5,210","3,065",0.588291747,CD Eligible,4059100
"1,783",4,4059200,"3,96,913","3,83,542",0.966312517,"1,130",445,0.39380531,Ineligible,4059200
"1,784",4,4059300,"19,37,299","15,80,780",0.815971102,"4,180","2,270",0.543062201,CD Eligible,4059300
"1,785",4,4059400,"5,72,912","5,60,577",0.978469643,"1,555",455,0.292604502,Ineligible,4059400
"1,786",4,4059500,"31,68,094","15,82,456",0.499497805,"4,425","2,330",0.526553672,Ineligible,4059500
"1,787",4,4059600,"6,61,470","5,43,455",0.821586769,"1,460",550,0.376712329,Ineligible,4059600
"1,788",4,4059800,"7,70,675","6,10,825",0.792584423,"1,725",645,0.373913043,Ineligible,4059800
"1,789",4,4059900,"7,64,682","5,90,925",0.772772211,"1,375",575,0.418181818,Ineligible,4059900
"1,790",4,4060000,"5,15,267","4,60,778",0.894250942,"1,085",305,0.281105991,Ineligible,4060000
"1,791",4,4060100,"9,00,175","7,66,917",0.85196434,"1,955","1,060",0.542199488,CD Eligible,4060100
"1,792",4,4060300,"9,18,802","6,40,344",0.696933616,"2,005",635,0.316708229,Ineligible,4060300
"1,793",4,4060600,"5,68,424","4,92,393",0.866242453,"1,395",530,0.379928315,Ineligible,4060600
"1,794",4,4060701,"8,131.34",718.39,0.088348292,0,0,,Ineligible,4060701
"1,795",4,4060800,"6,05,230","5,03,975",0.832699965,"1,660",625,0.376506024,Ineligible,4060800
"1,796",4,4061000,"4,71,928.36","4,35,366.36",0.922526377,"1,555",705,0.453376206,Ineligible,4061000
"1,797",4,4061200,"5,79,908.64","5,73,907.64",0.989651818,"1,530",445,0.290849673,Ineligible,4061200
"1,798",4,4061301,"52,21,737","19,70,494",0.377363701,"6,275","3,605",0.574501992,Ineligible,4061301
"1,799",4,4061302,"12,849",0,0,15,4,0.266666667,Ineligible,4061302
"1,800",4,4061400,"5,43,837","4,12,811",0.759071192,"1,320",250,0.189393939,Ineligible,4061400
"1,801",4,4061601,"8,31,925.68","8,12,807.68",0.977019582,"2,385",785,0.329140461,Ineligible,4061601
"1,802",4,4061602,"7,70,458","4,79,645",0.622545291,"1,275",465,0.364705882,Ineligible,4061602
"1,803",4,4061800,"8,43,818","6,56,558",0.778080107,"1,875",650,0.346666667,Ineligible,4061800
"1,804",4,4061900,"14,77,571","10,41,830",0.705096405,"2,740","1,350",0.49270073,Ineligible,4061900
"1,805",4,4062000,"6,72,757.81","6,62,969.81",0.985450931,"1,520",215,0.141447368,Ineligible,4062000
"1,806",4,4062100,"15,21,400","10,12,167",0.665286578,"2,590","1,305",0.503861004,Ineligible,4062100
"1,807",4,4062200,"8,33,105","7,50,250",0.90054675,"1,650",520,0.315151515,Ineligible,4062200
"1,808",4,4062300,"8,78,589","7,49,735",0.853339844,"2,045",910,0.444987775,Ineligible,4062300
"1,809",4,4062400,"3,473.56",26.56,0.007646334,0,0,,Ineligible,4062400
"1,810",4,4062500,"12,43,053","9,28,047",0.746586831,"2,575","1,220",0.473786408,Ineligible,4062500
"1,811",4,4062600,"11,10,653.42","9,06,535.42",0.816218096,"3,095","1,050",0.339256866,Ineligible,4062600
"1,812",4,4062700,"11,68,397","10,74,027",0.91923122,"2,910","1,700",0.58419244,CD Eligible,4062700
"1,813",4,4062900,"14,68,564.68","11,04,628.58",0.752182451,"3,070","1,485",0.483713355,Ineligible,4062900
"1,814",4,4063000,"7,20,094.53","6,53,051.53",0.906896946,"1,860",390,0.209677419,Ineligible,4063000
"1,815",4,4063200,"11,27,562","8,29,696",0.735831821,"2,460",970,0.394308943,Ineligible,4063200
"1,816",4,4063301,"8,78,277","5,83,244",0.664077506,"1,450",675,0.465517241,Ineligible,4063301
"1,817",4,4063302,"7,60,076","6,41,775",0.844356354,"1,490",585,0.39261745,Ineligible,4063302
"1,818",4,4063500,"12,15,111","11,03,574",0.908208386,"2,610","1,120",0.429118774,Ineligible,4063500
"1,819",4,4063700,"41,77,368","14,07,728",0.336989224,"3,200",985,0.3078125,Ineligible,4063700
"1,820",4,4063800,"14,31,028.87","12,03,139.87",0.84075164,"4,095","1,595",0.389499389,Ineligible,4063800
"1,821",4,4063900,"12,47,312.52","11,25,549.52",0.902379718,"2,545",935,0.367387033,Ineligible,4063900
"1,822",4,4064101,"10,86,378","10,82,769",0.996677952,"2,040",920,0.450980392,Ineligible,4064101
"1,823",4,4064102,"1,78,411.42","1,18,678.42",0.665195199,155,95,0.612903226,CD Eligible,4064102
"1,824",4,4064500,"14,93,636","7,97,756",0.534103356,"1,940",765,0.394329897,Ineligible,4064500
"1,825",4,4064600,"12,27,716.13","11,31,980.13",0.922021062,"3,120","1,095",0.350961538,Ineligible,4064600
"1,826",4,4065000,"11,33,696","11,18,126",0.98626616,"3,070",980,0.319218241,Ineligible,4065000
"1,827",4,4065400,"11,40,419","9,61,522",0.843130463,"3,125","1,145",0.3664,Ineligible,4065400
"1,828",4,4065501,"1,216",0,0,0,0,,Ineligible,4065501
"1,829",4,4065600,"17,14,386","15,93,842",0.92968678,"5,225","2,545",0.48708134,Ineligible,4065600
"1,830",4,4065702,"9,81,639.46","7,47,604.46",0.76158762,"1,760",825,0.46875,Ineligible,4065702
"1,831",4,4065703,"13,81,493","11,73,716",0.849599672,"2,775",900,0.324324324,Ineligible,4065703
"1,832",4,4065900,"9,31,621","7,51,899",0.807086787,"1,765",580,0.328611898,Ineligible,4065900
"1,833",4,4066000,"12,63,576","11,13,644",0.881343109,"3,675","1,310",0.356462585,Ineligible,4066000
"1,834",4,4066100,"7,96,197","6,78,517",0.852197383,"1,470",590,0.401360544,Ineligible,4066100
"1,835",4,4066300,"14,21,268","11,99,125",0.843700836,"2,465",540,0.219066937,Ineligible,4066300
"1,836",4,4066400,"42,98,674.02","31,45,014.02",0.731624218,"10,005","3,585",0.35832084,Ineligible,4066400
"1,837",4,4066501,"18,82,176.21","14,94,884.15",0.794231774,"3,395","1,250",0.368188513,Ineligible,4066501
"1,838",4,4066701,"12,69,567","11,11,041",0.875133805,"2,280",925,0.405701754,Ineligible,4066701
"1,839",4,4066900,"10,13,267","8,06,981",0.796414963,"1,600",375,0.234375,Ineligible,4066900
"1,840",4,4067100,"10,41,499","9,69,791",0.931149238,"2,130",555,0.26056338,Ineligible,4067100
"1,841",4,4067700,"8,94,294","8,50,814",0.951380642,"1,825",530,0.290410959,Ineligible,4067700
"1,842",4,4067900,"18,80,656","14,73,245",0.783367612,"3,390","1,960",0.578171091,CD Eligible,4067900
"1,843",4,4068000,"17,20,252","16,22,156",0.942975797,"5,065","1,580",0.311944719,Ineligible,4068000
"1,844",4,4068200,"5,68,185.99","4,33,367.99",0.762722062,"1,275",515,0.403921569,Ineligible,4068200
"1,845",4,4068300,"46,21,842","16,74,067",0.362207752,"4,475","2,125",0.474860335,Ineligible,4068300
"1,846",4,4068700,"20,04,803","17,95,575",0.895636629,"4,705","2,220",0.47183847,Ineligible,4068700
"1,847",4,4069000,"13,45,067","10,54,147",0.783713376,"3,455","1,850",0.535455861,CD Eligible,4069000
"1,848",4,4069300,"16,05,956","12,53,341",0.780432963,"2,865","1,855",0.647469459,CD Eligible,4069300
"1,849",4,4069400,"12,54,458.98","10,82,635.98",0.863030196,"3,670","1,745",0.475476839,Ineligible,4069400
"1,850",4,4069500,"12,67,407","10,94,002",0.863181283,"1,775",755,0.425352113,Ineligible,4069500
"1,851",4,4069701,"19,48,053.27","18,29,645.27",0.939217268,"3,985","2,160",0.542032622,CD Eligible,4069701
"1,852",4,4069702,"20,59,004","17,53,098",0.851430109,"3,535","1,250",0.353606789,Ineligible,4069702
"1,853",4,4070300,"10,84,325","9,08,057",0.837439882,"2,005",935,0.466334165,Ineligible,4070300
"1,854",4,4070700,"12,66,888","11,62,589",0.91767307,"2,260",820,0.362831858,Ineligible,4070700
"1,855",4,4070900,"12,53,554","11,62,973",0.927740648,"2,555",690,0.270058708,Ineligible,4070900
"1,856",4,4071100,"38,49,737","27,93,740",0.725696327,"5,860","2,920",0.498293515,Ineligible,4071100
"1,857",4,4071303,"30,33,641","27,97,388",0.922122295,"5,320","1,500",0.281954887,Ineligible,4071303
"1,858",4,4071304,"38,51,925","32,67,684",0.848324928,"6,190","3,625",0.585621971,CD Eligible,4071304
"1,859",4,4071305,"32,30,043","27,31,969",0.845799576,"4,840","2,030",0.419421488,Ineligible,4071305
"1,860",4,4071306,"29,66,162.69","28,45,520.69",0.959327248,"6,250","2,715",0.4344,Ineligible,4071306
"1,861",4,4071600,"1,71,89,087",0,0,0,0,,Ineligible,4071600
"1,862",4,4071701,"46,73,331.45","27,22,628.49",0.582588357,"5,565","2,165",0.389038634,Ineligible,4071701
"1,863",4,4071702,"36,81,929","20,42,672",0.554783104,"3,865","2,540",0.657179819,CD Eligible,4071702
"1,864",4,4071900,"11,10,972","9,92,286",0.893169225,"2,585","1,360",0.526112186,CD Eligible,4071900
"1,865",4,4072100,"26,78,073","22,74,577",0.849333457,"4,750","2,650",0.557894737,CD Eligible,4072100
"1,866",4,4072300,"18,46,698","17,15,681",0.92905337,"1,965",310,0.157760814,Ineligible,4072300
"1,867",4,4072900,"8,60,328","6,67,110",0.775413563,"1,135",370,0.325991189,Ineligible,4072900
