OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
"1,868",4,4073100,"8,39,942","7,20,620",0.857940191,"1,500",320,0.213333333,Ineligible,4073100
"1,869",4,4073700,"20,25,706","14,03,657",0.692922369,"1,745",595,0.340974212,Ineligible,4073700
"1,870",4,4073900,"36,24,744","33,44,465",0.922676195,"5,275","1,405",0.266350711,Ineligible,4073900
"1,871",4,4074100,"18,39,807","17,53,779",0.953240748,"3,025","1,140",0.376859504,Ineligible,4074100
"1,872",4,4074300,"20,61,795","17,92,932",0.869597608,"4,650","2,225",0.478494624,Ineligible,4074300
"1,873",4,4074500,"16,77,470","14,52,283",0.865757957,"3,835","2,095",0.546284224,CD Eligible,4074500
"1,874",4,4074700,"16,71,387","13,61,120",0.814365554,"3,420","1,640",0.479532164,Ineligible,4074700
"1,875",4,4074900,"14,03,632","13,63,615",0.971490391,"1,490",225,0.151006711,Ineligible,4074900
"1,876",4,4075701,"39,19,332","27,13,346",0.692298075,"5,050","1,740",0.344554455,Ineligible,4075701
"1,877",4,4075702,"34,71,633","29,10,670",0.838415236,"4,325","1,580",0.365317919,Ineligible,4075702
"1,878",4,4076901,"26,97,020","25,59,123",0.948870605,"4,170","1,080",0.258992806,Ineligible,4076901
"1,879",4,4076902,"8,92,748","7,12,127",0.797679748,"1,485",440,0.296296296,Ineligible,4076902
"1,880",4,4077300,"19,13,432.07","13,76,765.07",0.719526495,"2,190",790,0.360730594,Ineligible,4077300
"1,881",4,4077500,"14,97,922","13,07,733",0.87303144,"2,015",620,0.307692308,Ineligible,4077500
"1,882",4,4077902,"27,43,346","23,08,846",0.84161677,"5,380","1,585",0.294609665,Ineligible,4077902
"1,883",4,4077903,"11,96,402","11,34,679",0.948409481,"3,125","1,615",0.5168,CD Eligible,4077903
"1,884",4,4077904,"27,02,480","23,50,993",0.869939093,"6,730","3,440",0.511144131,CD Eligible,4077904
"1,885",4,4077905,"13,39,658","11,90,199",0.888434959,"2,600","1,070",0.411538462,Ineligible,4077905
"1,886",4,4077906,"18,32,134","14,80,192",0.807905972,"3,225","1,895",0.587596899,CD Eligible,4077906
"1,887",4,4077907,"12,97,956","10,51,573",0.810176154,"3,005","1,945",0.647254576,CD Eligible,4077907
"1,888",4,4077908,"17,55,807","13,67,070",0.778599242,"4,105","2,855",0.695493301,CD Eligible,4077908
"1,889",4,4078800,"6,41,122","5,39,436",0.841393682,"1,575",815,0.517460317,CD Eligible,4078800
"1,890",4,4079000,"9,11,178","7,79,885",0.855908505,"2,495","1,445",0.579158317,CD Eligible,4079000
"1,891",4,4079200,"15,94,213","7,59,290",0.476278891,"2,585","1,290",0.499032882,Ineligible,4079200
"1,892",4,4079300,"2,84,824.35","26,361.74",0.092554376,0,0,,Ineligible,4079300
"1,893",4,4079701,"32,09,677.03","27,38,947.01",0.853340378,"7,055","3,905",0.55350815,CD Eligible,4079701
"1,894",4,4079702,"19,38,920","16,11,409",0.831085862,"4,915","3,955",0.804679552,CD Eligible,4079702
"1,895",4,4079900,"21,97,071","11,68,242",0.531727013,"3,405","2,515",0.738619677,CD Eligible,4079900
"1,896",4,4080301,"16,03,648.59","13,56,188",0.845689017,"4,850","3,335",0.687628866,CD Eligible,4080301
"1,897",4,4080302,"13,60,179.92","12,33,800.41",0.907086182,"3,530","1,875",0.531161473,CD Eligible,4080302
"1,898",4,4080900,"62,58,532.18","26,94,814.84",0.430582565,"6,725","2,745",0.408178439,Ineligible,4080900
"1,899",4,4081400,"11,26,143","10,30,218",0.914819876,"3,980","2,245",0.564070352,CD Eligible,4081400
"1,900",4,4081800,"11,77,174.70","10,24,002.70",0.869881675,"4,370","2,670",0.610983982,CD Eligible,4081800
"1,901",4,4083700,"21,59,285.41","17,79,543",0.824135148,"5,515","3,710",0.672710789,CD Eligible,4083700
"1,902",4,4083800,"17,13,509","16,25,218",0.948473571,"6,245","3,305",0.529223379,CD Eligible,4083800
"1,903",4,4084000,"24,04,987","18,81,949",0.782519407,"6,455","3,675",0.569326104,CD Eligible,4084000
"1,904",4,4084500,"22,49,434.01","18,80,007.01",0.83576891,"4,440","3,250",0.731981982,CD Eligible,4084500
"1,905",4,4084601,"10,01,632","9,73,877",0.972290222,"2,675","1,315",0.491588785,Ineligible,4084601
"1,906",4,4084602,"6,56,771.30","2,65,208.30",0.403806165,"1,045",470,0.449760766,Ineligible,4084602
"1,907",4,4084900,"44,50,840","24,67,201",0.554322555,"7,395","6,645",0.898580122,CD Eligible,4084900
"1,908",4,4085300,"39,26,890","21,12,502",0.537958028,"4,515","3,225",0.714285714,CD Eligible,4085300
"1,909",4,4085500,"27,65,787","23,94,099",0.865612211,"6,375","4,580",0.718431373,CD Eligible,4085500
"1,910",4,4085700,"25,57,704","18,61,237",0.727698358,"5,420","4,530",0.835793358,CD Eligible,4085700
"1,911",4,4085900,"22,71,938","20,59,730",0.906596043,"5,250","3,545",0.675238095,CD Eligible,4085900
"1,912",4,4086100,"12,61,620","10,09,385",0.800070544,"2,180","1,495",0.685779817,CD Eligible,4086100
"1,913",4,4086300,"27,04,657","23,52,123",0.86965667,"6,830","5,645",0.826500732,CD Eligible,4086300
"1,914",4,4086400,"37,03,044","15,83,265",0.427557707,"2,875","1,755",0.610434783,Ineligible,4086400
"1,915",4,4086500,"25,84,789","17,41,527",0.673759831,"4,380","3,220",0.735159817,CD Eligible,4086500
"1,916",4,4086900,"49,81,323","8,84,110",0.177484977,"2,350","1,575",0.670212766,Ineligible,4086900
"1,917",4,4087100,"57,94,575","20,52,985",0.354294318,"2,315","1,760",0.760259179,Ineligible,4087100
"1,918",4,4088400,"40,73,686.58","33,08,931.18",0.812269455,"7,255","2,950",0.406616127,Ineligible,4088400
"1,919",4,4088901,"53,45,996","43,79,306",0.819174949,"10,300","6,815",0.661650485,CD Eligible,4088901
"1,920",4,4089200,"57,93,066.42","42,40,193.82",0.731942897,"8,050","2,345",0.291304348,Ineligible,4089200
"1,921",4,4090700,"48,80,982.45","4,65,280",0.095325071,"1,210",625,0.516528926,Ineligible,4090700
"1,922",4,4091601,"1,49,36,150.30","24,10,000.30",0.161353512,"4,000","1,035",0.25875,Ineligible,4091601
"1,923",4,4091602,"2,000",0,0,0,0,,Ineligible,4091602
"1,924",4,4091800,"1,79,024.92","22,154",0.123748135,0,0,,Ineligible,4091800
"1,925",4,4091900,"26,64,447.55","16,84,464",0.632200097,"5,685","3,545",0.6235708,CD Eligible,4091900
"1,926",4,4092200,"17,64,769.08","16,67,234",0.944732101,"2,085",360,0.172661871,Ineligible,4092200
"1,927",4,4092500,"19,16,686","11,69,041",0.609928282,"3,815","2,605",0.682830931,CD Eligible,4092500
"1,928",4,4092800,"23,86,374.01","20,80,382",0.871775334,"3,285",435,0.132420091,Ineligible,4092800
"1,929",4,4092900,"45,18,793","26,29,797",0.581968902,"6,705","4,000",0.596569724,CD Eligible,4092900
"1,930",4,4093401,"21,91,021.62","18,22,735",0.831911006,"3,495",870,0.248927039,Ineligible,4093401
"1,931",4,4093402,"21,71,539.26","18,60,530",0.856779352,"3,690","1,375",0.372628726,Ineligible,4093402
"1,932",4,4093800,"34,03,860.65","20,59,992",0.605192812,"4,500","2,515",0.558888889,CD Eligible,4093800
"1,933",4,4093900,"22,40,585","20,51,046",0.915406468,"4,980","2,290",0.459839357,Ineligible,4093900
"1,934",4,4094201,"21,52,725.21","14,89,830",0.692066964,"3,130","1,895",0.60543131,CD Eligible,4094201
"1,935",4,4094202,"24,60,130","18,31,785",0.744588701,"4,625","2,735",0.591351351,CD Eligible,4094202
"1,936",4,4094203,"31,48,030.37","29,59,671",0.940165962,"5,590","3,515",0.628801431,CD Eligible,4094203
"1,937",4,4094500,"47,10,713.61","22,66,406",0.48111734,"4,110","1,750",0.425790754,Ineligible,4094500
"1,938",4,4094700,"15,27,913","8,20,335",0.536899025,"2,695","1,750",0.649350649,CD Eligible,4094700
"1,939",4,4095400,"26,90,539","21,29,768",0.791576706,"5,065","2,560",0.505429418,Ineligible,4095400
"1,940",4,4096400,"26,16,864","20,63,689",0.788611483,"3,615","1,950",0.539419087,CD Eligible,4096400
"1,941",4,4097202,"10,94,348","10,60,148",0.968748515,"2,635","2,350",0.891840607,CD Eligible,4097202
"1,942",4,4097203,"26,75,721","22,87,337",0.854848843,"6,555","6,005",0.916094584,CD Eligible,4097203
"1,943",4,4097204,"19,84,989","12,96,808",0.653307399,"3,365","2,525",0.750371471,CD Eligible,4097204
"1,944",4,4097300,"12,29,600.39","11,64,105",0.94673441,"1,995",665,0.333333333,Ineligible,4097300
"1,945",4,4098100,"20,45,783","14,19,834",0.694029621,"2,435",955,0.392197125,Ineligible,4098100
"1,946",4,4098700,"22,27,195","12,77,732",0.573695613,"2,595",965,0.371868979,Ineligible,4098700
"1,947",4,4099100,"48,75,374","46,23,998",0.948439648,"6,240","1,630",0.261217949,Ineligible,4099100
"1,948",4,4099200,"17,18,532","14,86,627",0.865056339,"4,125","2,540",0.615757576,CD Eligible,4099200
"1,949",4,4099701,"14,55,591","13,79,985",0.948058211,"2,560",950,0.37109375,Ineligible,4099701
"1,950",4,4099703,"28,14,027","23,40,754",0.831816468,"3,860",800,0.207253886,Ineligible,4099703
"1,951",4,4099704,"50,28,954.51","39,68,777.51",0.789185407,"7,245","2,805",0.387163561,Ineligible,4099704
"1,952",4,4099705,"15,67,342.48","13,47,473.48",0.859718598,"2,720","1,010",0.371323529,Ineligible,4099705
"1,953",4,4099801,"29,56,029","23,46,992",0.793967853,"7,095","3,800",0.535588443,CD Eligible,4099801
"1,954",4,4099802,"23,78,805.01","21,77,427.01",0.91534489,"5,350","4,080",0.762616822,CD Eligible,4099802
"1,955",4,4099900,"4,21,996",0,0,0,0,,Ineligible,4099900
"1,956",4,4100801,"11,53,633","9,31,136",0.807133638,"2,275","1,345",0.591208791,CD Eligible,4100801
"1,957",4,4100802,"35,12,224","29,25,378",0.832913277,"8,990","4,745",0.527808676,CD Eligible,4100802
"1,958",4,4101001,"47,55,652","33,94,870",0.713860055,"9,775","7,175",0.734015345,CD Eligible,4101001
"1,959",4,4101002,"25,98,998","22,05,695",0.848671296,"4,170","2,070",0.496402878,Ineligible,4101002
"1,960",4,4101700,"32,31,311","27,35,570",0.846582084,"6,060","2,085",0.344059406,Ineligible,4101700
"1,961",4,4102900,"17,08,263","14,32,785",0.838737946,"3,530","1,430",0.40509915,Ineligible,4102900
"1,962",4,4103201,"22,07,656","20,41,117",0.924562975,"7,165","5,250",0.732728542,CD Eligible,4103201
"1,963",4,4103202,"34,93,689","23,54,674",0.673979281,"6,890","4,520",0.656023222,CD Eligible,4103202
"1,964",4,4103300,"19,75,702","18,45,630",0.93416416,"4,040","1,680",0.415841584,Ineligible,4103300
"1,965",4,4103900,"29,49,004","26,26,891",0.890772274,"6,730","2,310",0.343239227,Ineligible,4103900
"1,966",4,4104700,"37,28,463","31,68,703",0.849868431,"6,650","3,455",0.519548872,CD Eligible,4104700
"1,967",4,4105900,"19,45,150","17,50,408",0.899883299,"3,870","1,350",0.348837209,Ineligible,4105900
"1,968",4,4107201,"13,64,988.14","11,92,857.22",0.873895666,"2,105",835,0.396674584,Ineligible,4107201
"1,969",4,4107202,"10,440.87","1,122.78",0.107537016,0,0,,Ineligible,4107202
"1,970",4,4108500,"14,05,479","11,82,479",0.841335232,"2,490","1,210",0.485943775,Ineligible,4108500
"1,971",4,4109300,"24,04,630.46","18,14,893",0.754749235,"3,205",890,0.277691108,Ineligible,4109300
"1,972",4,4109700,"15,91,737","9,58,723",0.602312442,"1,615",390,0.241486068,Ineligible,4109700
"1,973",4,4109900,"15,45,217","12,66,172",0.819413713,"3,895","1,805",0.463414634,Ineligible,4109900
"1,974",4,4111300,"16,12,399.54","14,30,549",0.887217445,"2,465",880,0.356997972,Ineligible,4111300
"1,975",4,4112300,"14,13,634","8,73,095",0.617624505,"2,330",995,0.427038627,Ineligible,4112300
"1,976",4,4112900,"12,52,015","11,77,248",0.940282664,"2,240",725,0.323660714,Ineligible,4112900
"1,977",4,4113300,"8,00,577","7,22,990",0.903086149,"1,730",545,0.315028902,Ineligible,4113300
"1,978",4,4113900,"19,29,832","14,96,609",0.775512583,"3,395","1,945",0.572901325,CD Eligible,4113900
"1,979",4,4114100,"15,67,507","13,22,172",0.843487142,"2,330",525,0.225321888,Ineligible,4114100
"1,980",4,4114700,"10,21,698","9,81,104",0.960268103,"1,800",525,0.291666667,Ineligible,4114700
"1,981",4,4115100,"7,26,689","7,05,900",0.971392164,"1,190",570,0.478991597,Ineligible,4115100
"1,982",4,4115500,"9,54,475","8,25,452",0.86482307,"2,350","1,095",0.465957447,Ineligible,4115500
"1,983",4,4115700,"17,54,734","14,37,843",0.819407956,"3,510","1,870",0.532763533,CD Eligible,4115700
"1,984",4,4115900,"17,92,054","15,88,981",0.886681428,"4,335","2,460",0.567474048,CD Eligible,4115900
"1,985",4,4116100,"24,37,863","15,21,681",0.624186429,"4,140","2,690",0.649758454,CD Eligible,4116100
"1,986",4,4116300,"33,27,657","27,44,692",0.824812173,"8,360","6,430",0.769138756,CD Eligible,4116300
"1,987",4,4116700,"10,96,030","6,26,926",0.571997117,"1,985","1,595",0.803526448,CD Eligible,4116700
"1,988",4,4117100,"20,84,099","11,22,762",0.538727767,"2,780","1,955",0.70323741,CD Eligible,4117100
"1,989",4,4117500,"27,44,796","22,75,499",0.829022995,"5,015","2,460",0.490528415,Ineligible,4117500
"1,990",4,4118100,"9,16,624","7,42,060",0.809557681,"1,575",815,0.517460317,CD Eligible,4118100
"1,991",4,4118500,"9,08,908","7,50,488",0.825702931,"2,185","1,415",0.647597254,CD Eligible,4118500
"1,992",4,4118700,"9,30,484","8,45,657",0.908835617,"2,395","1,600",0.668058455,CD Eligible,4118700
"1,993",4,4118900,"8,80,272","7,97,317",0.905762083,"2,555","1,175",0.459882583,Ineligible,4118900
"1,994",4,4119100,"13,68,078","11,12,593",0.813252607,"3,420","2,405",0.703216374,CD Eligible,4119100
"1,995",4,4119300,"11,04,147","8,92,099",0.807953108,"2,080","1,415",0.680288462,CD Eligible,4119300
"1,996",4,4119500,"6,05,081","5,45,392",0.901353703,"1,405",420,0.298932384,Ineligible,4119500
"1,997",4,4119900,"6,79,495","6,51,817",0.959266808,"1,510",775,0.513245033,CD Eligible,4119900
"1,998",4,4120100,"7,37,296","5,72,229",0.776118411,"1,605","1,120",0.697819315,CD Eligible,4120100
"1,999",4,4120300,"6,40,467","6,06,633",0.947172922,"1,735",985,0.567723343,CD Eligible,4120300
"2,000",4,4120500,"12,77,460","9,48,221",0.742270599,"2,720","2,300",0.845588235,CD Eligible,4120500
"2,001",4,4120700,"12,36,828","11,12,038",0.899104807,"2,770","1,210",0.436823105,Ineligible,4120700
"2,002",4,4121100,"9,068",0,0,0,0,,Ineligible,4121100
"2,003",4,4121500,"17,01,476","13,41,359",0.788350232,"4,435","2,850",0.642615558,CD Eligible,4121500
"2,004",4,4122300,"17,44,606","14,53,045",0.832878598,"3,555","1,575",0.443037975,Ineligible,4122300
"2,005",4,4122701,"52,37,287","44,00,474",0.840220137,"11,750","7,460",0.634893617,CD Eligible,4122701
"2,006",4,4122702,"32,65,732.14","28,68,412.14",0.878336623,"7,010","5,370",0.766048502,CD Eligible,4122702
"2,007",4,4124100,"17,55,882","15,85,469",0.902947351,"3,140","1,550",0.493630573,Ineligible,4124100
"2,008",4,4124700,"18,05,829","16,14,189",0.893876995,"3,425","1,615",0.471532847,Ineligible,4124700
"2,009",4,4125700,"16,05,259","10,57,185",0.658575968,"3,160","2,020",0.639240506,CD Eligible,4125700
"2,010",4,4126500,"8,28,344","5,59,049",0.674899559,"1,515",735,0.485148515,Ineligible,4126500
"2,011",4,4126700,"70,66,381","13,39,750",0.189594928,"2,415","1,110",0.459627329,Ineligible,4126700
"2,012",4,4127700,"31,81,663","25,86,334",0.812887474,"3,485",625,0.179340029,Ineligible,4127700
"2,013",4,4128300,"19,850",0,0,30,30,1,Ineligible,4128300
"2,014",4,4129102,"22,12,554","20,78,360",0.939348825,"3,570",940,0.263305322,Ineligible,4129102
"2,015",4,4129103,"24,88,645","22,13,253",0.889340585,"3,875","1,360",0.350967742,Ineligible,4129103
"2,016",4,4129104,"22,45,602","19,64,865",0.874983635,"4,235","1,025",0.242030697,Ineligible,4129104
"2,017",4,4130100,"26,61,024","18,97,545",0.71308827,"3,985","1,615",0.405269762,Ineligible,4130100
"2,018",4,4133300,"20,21,350","19,06,310",0.943087541,"3,610","1,255",0.347645429,Ineligible,4133300
"2,019",4,4133900,"7,12,512","6,35,766",0.89228813,"1,310",590,0.450381679,Ineligible,4133900
"2,020",4,4134100,"17,93,815","14,07,695",0.784749263,"3,560","1,270",0.356741573,Ineligible,4134100
"2,021",4,4134700,"51,00,448.99","38,73,738.99",0.759489801,"10,125","4,790",0.47308642,Ineligible,4134700
"2,022",4,4136700,"31,40,703","25,18,624",0.801930014,"6,035","3,125",0.517812759,CD Eligible,4136700
"2,023",4,4137700,"27,43,893","25,07,298",0.91377397,"6,245","2,910",0.465972778,Ineligible,4137700
"2,024",4,4138501,"38,56,764","20,26,608",0.525468502,"4,590","1,985",0.432461874,Ineligible,4138501
"2,025",4,4138502,"44,793.03",747.48,0.016687418,0,0,,Ineligible,4138502
"2,026",4,4139900,"9,47,827","8,14,040",0.858848714,"1,700",550,0.323529412,Ineligible,4139900
"2,027",4,4140300,"10,71,890","9,81,408",0.915586487,"2,275",850,0.373626374,Ineligible,4140300
"2,028",4,4140901,"4,94,615","4,13,219",0.835435642,950,255,0.268421053,Ineligible,4140901
"2,029",4,4140902,"13,09,770","11,67,511",0.891386274,"3,120",870,0.278846154,Ineligible,4140902
"2,030",4,4141700,"26,38,802","19,51,014",0.739355965,"4,815","1,655",0.343717549,Ineligible,4141700
"2,031",4,4142900,"17,89,444","16,43,732",0.918571355,"3,355","1,415",0.421758569,Ineligible,4142900
"2,032",4,4143500,"10,44,783","9,70,541",0.928940268,"2,150",780,0.362790698,Ineligible,4143500
"2,033",4,4144100,"13,12,093","12,65,535",0.964516235,"3,250","1,225",0.376923077,Ineligible,4144100
"2,034",4,4144700,"17,21,944","10,44,928",0.60683042,"3,155","1,450",0.459587956,Ineligible,4144700
"2,035",4,4145101,"10,14,397","5,67,564",0.559508752,"1,650",695,0.421212121,Ineligible,4145101
"2,036",4,4145102,"10,00,875","9,19,967",0.919162733,"2,620",950,0.36259542,Ineligible,4145102
"2,037",4,4145900,"13,75,423","11,86,585",0.86270551,"2,910","1,050",0.360824742,Ineligible,4145900
"2,038",4,4146300,"15,47,398","10,27,037",0.663718707,"2,755","1,180",0.42831216,Ineligible,4146300
"2,039",4,4146700,"18,99,691","12,81,097",0.674371253,"3,305","1,290",0.3903177,Ineligible,4146700
"2,040",4,4147100,"20,19,790","15,34,502",0.759733438,"3,060","1,395",0.455882353,Ineligible,4147100
"2,041",4,4147900,"25,04,937.45","20,81,382",0.830911766,"4,850","1,845",0.380412371,Ineligible,4147900
"2,042",4,4148300,"24,99,099","23,21,316",0.928861162,"2,920",620,0.212328767,Ineligible,4148300
"2,043",4,4150701,"22,93,932.52","18,95,819.52",0.826449559,"2,900",870,0.3,Ineligible,4150701
"2,044",4,4150702,"25,59,397","19,14,621",0.748075035,"3,015","1,255",0.416252073,Ineligible,4150702
"2,045",4,4152901,"37,41,884.02","28,72,176.02",0.767574838,"6,745","2,110",0.312824314,Ineligible,4152901
"2,046",4,4152902,"33,05,254","25,05,539",0.758047339,"5,110","2,060",0.403131115,Ineligible,4152902
"2,047",4,4155101,"37,50,717.24","26,90,565",0.717346797,"1,945",830,0.426735219,Ineligible,4155101
"2,048",4,4155102,"59,20,280.36","30,94,890",0.522760716,"6,805","1,635",0.240264511,Ineligible,4155102
"2,049",4,4156700,"24,12,374.92","2,55,430.04",0.105883226,610,265,0.43442623,Ineligible,4156700
"2,050",4,4157101,"30,58,605","28,04,345",0.9168706,"7,845","2,405",0.306564691,Ineligible,4157101
"2,051",4,4157102,"6,65,642.06","6,42,830.95",0.965730666,"2,065","1,215",0.588377724,CD Eligible,4157102
"2,052",4,4157901,"22,61,053","21,46,828",0.949481503,"4,990","1,385",0.27755511,Ineligible,4157901
"2,053",4,4157902,"21,96,995","16,16,804",0.735916104,"3,745","1,405",0.375166889,Ineligible,4157902
"2,054",4,4157903,"18,63,044","16,79,866",0.901678114,"3,850","1,255",0.325974026,Ineligible,4157903
"2,055",4,4161700,"22,57,353","17,89,890",0.792915419,"4,895","2,115",0.432073544,Ineligible,4161700
"2,056",4,4162100,"25,52,487","22,64,966",0.887356527,"7,165","3,400",0.47452896,Ineligible,4162100
"2,058",5,5000300,"37,01,978.32","11,09,545",0.299716774,"1,570",820,0.522292994,Ineligible,5000300
"2,059",5,5000600,"23,46,367.60","13,79,907",0.588103501,"2,270","1,060",0.466960352,Ineligible,5000600
"2,060",5,5000700,"30,98,594.60","22,36,369",0.721736558,"5,990","4,605",0.768781302,CD Eligible,5000700
"2,061",5,5000800,"27,82,556.32","21,80,751.32",0.783722257,"5,675","2,640",0.465198238,Ineligible,5000800
"2,062",5,5000900,"13,72,161","8,95,436",0.652573568,"1,860","1,065",0.572580645,CD Eligible,5000900
"2,063",5,5001100,"21,21,477","15,22,055",0.717450625,"2,920","1,995",0.683219178,CD Eligible,5001100
"2,064",5,5001700,"8,57,074","7,65,622",0.893297428,"1,515",890,0.587458746,CD Eligible,5001700
"2,065",5,5001800,"2,37,257.52",607.1,0.002558823,575,325,0.565217391,Ineligible,5001800
"2,066",5,5002001,"11,08,783.59","10,79,811.59",0.973870465,"2,515",715,0.284294235,Ineligible,5002001
"2,067",5,5002002,"19,44,253","15,39,252",0.791693262,"3,375","1,085",0.321481481,Ineligible,5002002
"2,068",5,5002100,"36,16,441.28","18,48,161",0.511044106,"3,590","2,315",0.644846797,CD Eligible,5002100
"2,069",5,5002700,"15,82,959","4,52,915",0.286119224,"1,595","1,260",0.789968652,Ineligible,5002700
"2,070",5,5002900,"22,59,560","18,59,203",0.822816389,"5,775","3,740",0.647619048,CD Eligible,5002900
